,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
4079,파워큐브,화명롯데캐슬카이저아파트,8,AC완속,부산광역시,북구,부산광역시 북구 금곡대로 166롯데캐슬카이저(화명동 2324),거주자외 출입제한,곡대로 166롯데캐슬카이저(화명동 2324)
4080,파워큐브,화명롯데캐슬카이저아파트,9,AC완속,부산광역시,북구,부산광역시 북구 금곡대로 166롯데캐슬카이저(화명동 2324),거주자외 출입제한,곡대로 166롯데캐슬카이저(화명동 2324)
4081,파워큐브,화명롯데캐슬카이저아파트,10,AC완속,부산광역시,북구,부산광역시 북구 금곡대로 166롯데캐슬카이저(화명동 2324),거주자외 출입제한,곡대로 166롯데캐슬카이저(화명동 2324)
4082,파워큐브,화명유림아파트,1,AC완속,부산광역시,북구,부산광역시 북구 화명대로 110,거주자외 출입제한,명대로 110
4083,파워큐브,화명유림아파트,2,AC완속,부산광역시,북구,부산광역시 북구 화명대로 110,거주자외 출입제한,명대로 110
4084,파워큐브,화명유림아파트,3,AC완속,부산광역시,북구,부산광역시 북구 화명대로 110,거주자외 출입제한,명대로 110
4085,파워큐브,화명유림아파트,4,AC완속,부산광역시,북구,부산광역시 북구 화명대로 110,거주자외 출입제한,명대로 110
4086,파워큐브,화명유림아파트,5,AC완속,부산광역시,북구,부산광역시 북구 화명대로 110,거주자외 출입제한,명대로 110
4087,파워큐브,화명코오롱아파트,1,AC완속,부산광역시,북구,부산광역시 북구 양달로 80-11(310 코오롱아파트),거주자외 출입제한,달로 80-11(310 코오롱아파트)
4088,파워큐브,화명코오롱아파트,2,AC완속,부산광역시,북구,부산광역시 북구 양달로 80-11(310 코오롱아파트),거주자외 출입제한,달로 80-11(310 코오롱아파트)
4089,파워큐브,화명코오롱아파트,3,AC완속,부산광역시,북구,부산광역시 북구 양달로 80-11(310 코오롱아파트),거주자외 출입제한,달로 80-11(310 코오롱아파트)
4090,파워큐브,화인타워아파트,1,AC완속,부산광역시,사상구,부산광역시 사상구 백양대로934번길 52-6,거주자외 출입제한,백양대로934번길 52-6
4091,파워큐브,화인타워아파트입주자대표회의,1,AC완속,부산광역시,사상구,부산광역시 사상구 백양대로934번길 52-6(314 화인아파트),거주자외 출입제한,백양대로934번길 52-6(314 화인아파트)
4092,파워큐브,화인타워아파트입주자대표회의,2,AC완속,부산광역시,사상구,부산광역시 사상구 백양대로934번길 52-6(314 화인아파트),거주자외 출입제한,백양대로934번길 52-6(314 화인아파트)
4093,파워큐브,화인타워아파트입주자대표회의,3,AC완속,부산광역시,사상구,부산광역시 사상구 백양대로934번길 52-6(314 화인아파트),거주자외 출입제한,백양대로934번길 52-6(314 화인아파트)
4094,파워큐브,힐스테이트명륜,1,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4095,파워큐브,힐스테이트명륜,2,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4096,파워큐브,힐스테이트명륜,3,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4097,파워큐브,힐스테이트명륜,4,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4098,파워큐브,힐스테이트명륜,5,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4099,파워큐브,힐스테이트명륜,6,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4100,파워큐브,힐스테이트명륜,7,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4101,파워큐브,힐스테이트명륜,8,AC완속,부산광역시,동래구,부산광역시 동래구 명륜로 222,거주자외 출입제한,명륜로 222
4102,차지인,(주)대웅식품,1,AC완속,부산광역시,남구,부산광역시 남구 우암로 359(문현동 828-1),거주자외 출입제한,암로 359(문현동 828-1)
4103,차지인,현대오일뱅크 직영 센텀셀프주유소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 179현대오일뱅크 직영 센텀셀프주유소,주유소 시설 이용자로 제한, 해운대로 179현대오일뱅크 직영 센텀셀프주유소
4104,차지인,현대오일뱅크 직영 센텀셀프주유소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 179현대오일뱅크 직영 센텀셀프주유소,주유소 시설 이용자로 제한, 해운대로 179현대오일뱅크 직영 센텀셀프주유소
4105,매니지온,개금롯데캐슬,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4106,매니지온,개금롯데캐슬,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4107,매니지온,개금롯데캐슬,3,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4108,매니지온,개금롯데캐슬,4,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4109,매니지온,개금롯데캐슬,5,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4110,매니지온,개금롯데캐슬,6,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4111,매니지온,개금롯데캐슬,7,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4112,매니지온,개금롯데캐슬,8,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4113,매니지온,개금롯데캐슬,9,AC완속,부산광역시,부산진구,부산광역시 부산진구 개금온정로 10개금롯데캐슬,거주자외 출입제한, 개금온정로 10개금롯데캐슬
4114,매니지온,대연롯데캐슬레전드,1,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4115,매니지온,대연롯데캐슬레전드,2,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4116,매니지온,대연롯데캐슬레전드,3,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4117,매니지온,대연롯데캐슬레전드,4,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4118,매니지온,대연롯데캐슬레전드,5,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4119,매니지온,대연롯데캐슬레전드,6,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4120,매니지온,대연롯데캐슬레전드,7,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4121,매니지온,대연롯데캐슬레전드,8,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4122,매니지온,대연롯데캐슬레전드,9,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4123,매니지온,대연롯데캐슬레전드,10,AC완속,부산광역시,남구,부산광역시 남구 수영로 135대연롯데캐슬레전드,거주자외 출입제한,영로 135대연롯데캐슬레전드
4124,매니지온,미포오션사이드호텔(주),1,AC완속,부산광역시,해운대구,부산광역시 해운대구 달맞이길62번길 28미포오션사이드호텔(주),투숙객외 사용 불가, 달맞이길62번길 28미포오션사이드호텔(주)
4125,매니지온,사직롯데캐슬더클래식,1,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4126,매니지온,사직롯데캐슬더클래식,2,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4127,매니지온,사직롯데캐슬더클래식,3,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4128,매니지온,사직롯데캐슬더클래식,4,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4129,매니지온,사직롯데캐슬더클래식,5,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4130,매니지온,사직롯데캐슬더클래식,6,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4131,매니지온,사직롯데캐슬더클래식,7,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4132,매니지온,사직롯데캐슬더클래식,8,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4133,매니지온,사직롯데캐슬더클래식,9,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4134,매니지온,사직롯데캐슬더클래식,10,AC완속,부산광역시,동래구,부산광역시 동래구 아시아드대로146번길 1사직롯데캐슬더클래식,거주자외 출입제한,아시아드대로146번길 1사직롯데캐슬더클래식
4135,매니지온,정관지구 이진캐스빌 1차-1,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4136,매니지온,정관지구 이진캐스빌 1차-1,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4137,매니지온,정관지구 이진캐스빌 1차-1,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4138,매니지온,정관지구 이진캐스빌 1차-1,4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4139,매니지온,정관지구 이진캐스빌 1차-1,5,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4140,매니지온,정관지구 이진캐스빌1차-2,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4141,매니지온,정관지구 이진캐스빌1차-2,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4142,매니지온,정관지구 이진캐스빌1차-2,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4143,매니지온,정관지구 이진캐스빌1차-2,4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4144,매니지온,정관지구 이진캐스빌1차-2,5,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4145,매니지온,정관지구 이진캐스빌1차-3,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4146,매니지온,정관지구 이진캐스빌1차-3,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4147,매니지온,정관지구 이진캐스빌1차-3,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4148,매니지온,정관지구 이진캐스빌1차-3,4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4149,매니지온,정관지구 이진캐스빌1차-3,5,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4150,매니지온,정관지구 이진캐스빌1차-4,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4151,매니지온,정관지구 이진캐스빌1차-4,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4152,매니지온,정관지구 이진캐스빌1차-4,3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4153,매니지온,정관지구 이진캐스빌1차-4,4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4154,매니지온,정관지구 이진캐스빌1차-4,5,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 545(캐스빌 아파트),시설 상황에 따라 이용이 제한될 수 있음,정관읍 정관로 545(캐스빌 아파트)
4155,타디스테크놀로지,그린카 부산점,1,AC완속,부산광역시,북구,부산광역시 북구 금곡대로303번길 80(2266-3 코아프라자),사용자외 사용제한,곡대로303번길 80(2266-3 코아프라자)
4156,스타코프,가야동원로얄듀크,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4157,스타코프,가야동원로얄듀크,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4158,스타코프,가야동원로얄듀크,3,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4159,스타코프,가야동원로얄듀크,4,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4160,스타코프,가야동원로얄듀크,5,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4161,스타코프,가야동원로얄듀크,6,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4162,스타코프,가야동원로얄듀크,7,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4163,스타코프,가야동원로얄듀크,8,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4164,스타코프,가야동원로얄듀크,9,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4165,스타코프,가야동원로얄듀크,10,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4166,스타코프,가야동원로얄듀크,11,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4167,스타코프,가야동원로얄듀크,12,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4168,스타코프,가야동원로얄듀크,13,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4169,스타코프,가야동원로얄듀크,14,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4170,스타코프,가야동원로얄듀크,15,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4171,스타코프,가야동원로얄듀크,16,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4172,스타코프,가야동원로얄듀크,17,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4173,스타코프,가야동원로얄듀크,18,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4174,스타코프,가야동원로얄듀크,19,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4175,스타코프,가야동원로얄듀크,20,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크),해당 시설 정책에 따라 이용이 불가할 수 있습니다, 가야대로 531가야동원로얄듀크(128-1 가야동원로얄듀크)
4176,스타코프,구서시티타워아파트,1,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4177,스타코프,구서시티타워아파트,2,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4178,스타코프,구서시티타워아파트,3,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4179,스타코프,구서시티타워아파트,4,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4180,스타코프,구서시티타워아파트,5,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4181,스타코프,구서시티타워아파트,6,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4182,스타코프,구서시티타워아파트,7,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4183,스타코프,구서시티타워아파트,8,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4184,스타코프,구서시티타워아파트,9,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4185,스타코프,구서시티타워아파트,10,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4186,스타코프,구서시티타워아파트,11,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4187,스타코프,구서시티타워아파트,12,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4188,스타코프,구서시티타워아파트,13,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4189,스타코프,구서시티타워아파트,14,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4190,스타코프,구서시티타워아파트,15,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4191,스타코프,구서시티타워아파트,16,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31구서시티타워아파트(415-3 시티타워),해당 시설 정책에 따라 이용이 불가할 수 있습니다,금정로233번길 31구서시티타워아파트(415-3 시티타워)
4192,스타코프,기아 모라대리점,1,AC완속,부산광역시,사상구,부산광역시 사상구 사상로 505기아 모라대리점(653-45 기아자동차),입주자외 이용불가,사상로 505기아 모라대리점(653-45 기아자동차)
4193,스타코프,기장우체국,1,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 대변로 1기장우체국(280-1 기장우체국),해당 시설 정책에 따라 이용이 불가할 수 있습니다,기장읍 대변로 1기장우체국(280-1 기장우체국)
4194,스타코프,리치W아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 낙동대로 388리치W아파트(321-1 경성리치W아파트),해당 시설 정책에 따라 이용이 불가할 수 있습니다,낙동대로 388리치W아파트(321-1 경성리치W아파트)
4195,스타코프,리치W아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 낙동대로 388리치W아파트(321-1 경성리치W아파트),해당 시설 정책에 따라 이용이 불가할 수 있습니다,낙동대로 388리치W아파트(321-1 경성리치W아파트)
4196,스타코프,명지삼정그린코아 더베스트 아파트,1,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트),해당 시설 정책에 따라 이용이 불가할 수 있습니다.,명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트)
4197,스타코프,명지삼정그린코아 더베스트 아파트,2,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트),해당 시설 정책에 따라 이용이 불가할 수 있습니다.,명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트)
4198,스타코프,명지삼정그린코아 더베스트 아파트,3,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트),해당 시설 정책에 따라 이용이 불가할 수 있습니다.,명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트)
4199,스타코프,명지삼정그린코아 더베스트 아파트,4,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트),해당 시설 정책에 따라 이용이 불가할 수 있습니다.,명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트)
4200,스타코프,명지삼정그린코아 더베스트 아파트,5,AC완속,부산광역시,강서구,부산광역시 강서구 명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트),해당 시설 정책에 따라 이용이 불가할 수 있습니다.,명지국제3로 97명지삼정그린코아 더베스트 아파트(삼정그린코아 더베스트)
